resp_fMRI.keys, resp_fMRI.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrial, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, designDir, k_val, date, expName, frameRate
5, 14.818000000000012, 1, 0.4000000000000057, , , , , , , 0, -1, -1, 0, 2017, 1, 2, 1.3689999999999998, 0.01, 0.007498942093324559, , 1.7221580007, 30.96799999999999, 32.33699999999999, , 17.684210526315788, 32, 1, 2, 5, 90, 0, 1, 1, 1.24994816117, 0, How to reduce pain?,  Consume medicine., 5, 27.079000000000008, 29.230999999999995, 0, 0, 0, 0, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 2, 0.75, , , , , , , 0, -1, -1, 0, 2017, 2, 2, 0.9979999999999905, 0.005623413251903492, 0.004216965034285824, , 1.48126080291, 38.81100000000001, 39.809, , 24.57475441684581, 36, 1, 2, 5, 90, 0, 1, 1, 0.629925057183, 0, How to reduce worry?,  Plan ahead., 6, 34.822, 37.32300000000001, 0, 1, 1, 1, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 2, 0.4170000000000016, , , , , , , 0, -1, -1, 0, 2017, 3, 2, 0.9350000000000023, 0.0031622776601683807, 0.0023713737056616562, , 1.72832022766, 46.44999999999999, 47.38499999999999, , 31.630311159333523, 40, 1, 2, 5, 90, 0, 1, 1, 0.552741923305, 0, Why contact a friend?,  Feel connected., 3, 42.54599999999999, 44.715, 0, 2, 2, 2, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 2, 0.44999999999998863, , , , , , , 0, -1, -1, 0, 2017, 4, 1, 2.7690000000000055, 0.0017782794100389236, 0.0023713737056616562, , 0.934462843188, 52.490999999999985, 55.25999999999999, , 30.439504006385135, 35, 1, 1, 5, 90, 0, 1, 1, 0.908370287426, 0, How to give a lecture?,  Brush ones hair., 4, 49.33699999999999, 51.53999999999999, 0, 3, 3, 3, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 2, 0.9339999999999975, , , , , , , 0, -1, -1, 0, 2017, 5, 2, 1.7019999999999982, 0.0031622776601683807, 0.004216965034285824, , 3.5502827437, 66.05600000000001, 67.75800000000001, , 29.258037822383507, 37, 1, 1, 5, 90, 0, 1, 1, 0.507996473591, 0, Why use credit cards?,  Go shopping., 1, 59.816, 62.50200000000001, 0, 4, 4, 4, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 1, 1.5020000000000095, , , , , , , 0, -1, -1, 0, 2017, 6, 2, 1.1680000000000064, 0.005623413251903493, 0.0074989420933245605, , 1.62080769461, 75.28299999999999, 76.451, , 17.065801678365144, 25, 1, 1, 5, 90, 0, 1, 1, 0.673867675049, 0, Why make a list?,  Plan ahead., 2, 70.394, 73.648, 0, 5, 5, 5, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 1, 0.46800000000001774, , , , , , , 0, -1, -1, 0, 2017, 7, 2, 0.6199999999999761, 0.010000000000000002, 0.013335214321633242, , 4.55250266809, 88.78200000000001, 89.40299999999999, , 15.473684210526317, 28, 1, 1, 5, 90, 0, 1, 1, 0.630442506424, 0, How to impress others?,  Show intelligence., 6, 82.007, 84.22800000000001, 0, 6, 6, 6, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 1, 1.3009999999999877, , , , , , , 0, -1, -1, 0, 2017, 8, 2, 1.4509999999999934, 0.01778279410038923, 0.013335214321633242, , 0.59114394156, 94.672, 96.12299999999999, , 8.374807093831423, 20, 1, 2, 5, 90, 0, 1, 1, 0.960342773688, 0, How to make breakfast?,  Crack eggs., 4, 91.018, 94.071, 0, 7, 7, 7, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 2, 0.8670000000000186, , , , , , , 0, -1, -1, 0, 2017, 9, 1, 1.968999999999994, 0.010000000000000002, 0.013335214321633242, , 1.99779297027, 103.749, 105.71799999999999, , 16.57894736842105, 30, 1, 1, 5, 90, 0, 1, 1, 0.889777946904, 0, Why hold a party?,  Feel sociable., 3, 99.12700000000001, 101.74600000000001, 0, 8, 8, 8, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 2, 0.8669999999999902, , , , , , , 0, -1, -1, 0, 2017, 10, 1, 0.5840000000000032, 0.01778279410038923, 0.023713737056616554, , 2.44808379672, 114.244, 114.828, , 9.212287803214567, 22, 1, 1, 5, 90, 0, 1, 1, 0.552468103052, 0, How to entertain oneself?,  Watch television., 5, 109.17099999999999, 111.791, 0, 9, 9, 9, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 2, 0.6840000000000259, , , , , , , 0, -1, -1, 0, 2017, 11, 2, 0.8840000000000146, 0.03162277660168379, 0.023713737056616554, , 1.24867373168, 120.768, 121.65200000000002, , 11.743592173884757, 39, 1, 2, 5, 90, 0, 1, 1, 0.811733007237, 0, Why stir ingredients?,  Mix a cocktail., 1, 117.08099999999999, 119.51700000000002, 0, 10, 10, 10, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 1, 1.1680000000000064, , , , , , , 0, -1, -1, 0, 2017, 12, 2, 3.237000000000023, 0.01778279410038923, 0.023713737056616554, , 1.24220280759, 128.076, 131.31300000000002, , 8.793547448522995, 21, 1, 1, 5, 90, 0, 1, 1, 0.553608713902, 0, Why teach a class?,  Obey laws., 2, 123.905, 126.82500000000002, 0, 11, 11, 11, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2017, 13, 2, 0.7510000000000332, 0.03162277660168379, 0.023713737056616554, , 1.97209570121, 140.29, 141.04100000000003, , 9.936885685594795, 33, 1, 2, 5, 90, 0, 1, 1, 0.977745788804, 0, Why drink coffee?,  Consume caffeine., 1, 134.29999999999998, 138.30499999999998, 0, 12, 12, 12, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 2, 0.9690000000000509, , , , , , , 0, -1, -1, 0, 2017, 14, 1, 0.5840000000000032, 0.01778279410038923, 0.023713737056616554, , 2.64195477104, 150.068, 150.65200000000002, , 11.305989576672422, 27, 1, 1, 5, 90, 0, 1, 1, 2.3066127221, 0, How to feel nostalgia?,  Keep a memory., 6, 144.69500000000002, 147.41600000000003, 0, 13, 13, 13, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 1, 0.46699999999998454, , , , , , , 0, -1, -1, 0, 2017, 15, 1, 1.1519999999999868, 0.03162277660168379, 0.042169650342858224, , 0.523124804241, 154.94000000000003, 156.092, , 7.226825953159851, 24, 1, 1, 5, 90, 0, 1, 1, 1.0615199285, 0, How to paint a picture?,  Use a brush., 4, 152.18699999999998, 154.40599999999998, 0, 14, 14, 14, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 2, 0.9540000000000077, , , , , , , 0, -1, -1, 0, 2017, 16, 2, 0.9500000000000455, 0.056234132519034905, 0.042169650342858224, , 1.71769486007, 163.24999999999997, 164.201, , 6.55268424804656, 31, 1, 2, 5, 90, 0, 1, 1, 0.856884350214, 0, How to consume alcohol?,  Drink wine., 5, 158.811, 161.51700000000002, 0, 15, 15, 15, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 2, 0.6499999999999773, , , , , , , 0, -1, -1, 0, 2017, 17, 2, 1.9350000000000023, 0.03162277660168379, 0.023713737056616554, , 0.534841592222, 168.706, 170.641, , 11.442474425836432, 38, 1, 2, 5, 90, 0, 1, 1, 1.69677068952, 0, Why enter a classroom?,  Attend a school., 2, 165.75199999999998, 168.155, 0, 16, 16, 16, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 2, 0.9679999999999609, , , , , , , 0, -1, -1, 0, 2017, 18, 1, 0.7029999999999745, 0.01778279410038923, 0.023713737056616554, , 1.16024336775, 176.698, 177.40099999999998, , 14.237172059513421, 34, 1, 1, 5, 90, 0, 1, 1, 1.20286140837, 0, Why write an email?,  Send a message., 3, 172.80999999999997, 175.53099999999998, 0, 17, 17, 17, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 1, 0.6370000000000005, , , , , , , 0, -1, -1, 0, 2017, 19, 2, 1.4180000000000064, 0.03162277660168379, 0.023713737056616554, , 0.625126951209, 182.071, 183.489, , 7.829061449256506, 26, 1, 2, 5, 90, 0, 1, 1, 1.56387603433, 0, How to write an email?,  Open a browser., 5, 179.05100000000002, 181.44000000000003, 0, 18, 18, 18, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 1, 0.3990000000000009, , , , , , , 0, -1, -1, 0, 2017, 20, 1, 2.052000000000021, 0.01778279410038923, 0.023713737056616554, , 0.771034576565, 188.21099999999998, 190.263, , 12.143470286055564, 29, 1, 1, 5, 90, 0, 1, 1, 0.551114346864, 0, How to kill germs?,  Wash ones hands., 4, 185.275, 187.427, 0, 19, 19, 19, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
, , 2, 0.5660000000000309, , , , , , , 0, -1, -1, 0, 2017, 21, 1, 0.5860000000000127, 0.03162277660168379, 0.042169650342858224, , 3.30964702425, 200.225, 200.811, , 7.226825953159851, 24, 1, 1, 5, 90, 0, 1, 1, 0.587536401689, 0, How to feel sociable?,  Hold a party., 6, 194.585, 196.90400000000002, 0, 20, 20, 20, 2017, 1, 1, fmri_v120180206191813, 0.01, Tue Feb 06 2018 19:35:10 GMT-0800 (PST), stroop, 60
