resp_fMRI.keys, resp_fMRI.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate
, , , , , , , , , , 0, -1, -1, 0, 2001, 11, 1, 0, 0.007498942093324559, 0.007498942093324559, , 1.64434957419, 19.307999999999993, 19.309999999999974, , 25, 30, 1, , 5, 32.67042864326649, 1, 3, 2, 1.09766808752, 25, Why stir ingredients?,  Mix a cocktail., 1, 19.306999999999988, 19.307999999999993, 0, 10, 10, 10, 2001, 3, 2, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:57:42 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 12, 1, 0, 0.007498942093324559, 0.007498942093324559, , 1.01001200374, 19.309999999999974, 19.311999999999983, , 25, 30, 1, , 1, 27.870428643266465, 1, 3, 2, 1.12717461659, 5, Why throw away trash?,  Make a list., 1, 19.309999999999974, 19.309999999999974, 0, 11, 11, 11, 2001, 3, 2, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:57:42 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 13, 2, 0, 0.007498942093324559, 0.007498942093324559, , 2.34633863528, 19.312999999999988, 19.313999999999993, , 25, 30, 1, , 4, 31.470428643266498, 1, 3, 2, 1.74520203893, 15, Why consume caffeine?,  Stay alert., 2, 19.311999999999983, 19.311999999999983, 0, 12, 12, 12, 2001, 3, 2, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:57:42 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 14, 1, 0, 0.007498942093324559, 0.007498942093324559, , 1.69391035962, 19.315999999999974, 19.31699999999998, , 25, 30, 1, , 3, 30.270428643266477, 1, 3, 2, 3.52229912452, 31, Why write a poem?,  Express an idea., 2, 19.313999999999993, 19.315999999999974, 0, 13, 13, 13, 2001, 3, 2, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:57:42 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 15, 1, 0, 0.007498942093324559, 0.007498942093324559, , 3.67700688624, 19.31899999999999, 19.31899999999999, , 25, 30, 1, , 9, 37.47042864326649, 1, 3, 2, 3.94071431728, 48, How to express a talent?,  Entertain others., 6, 19.317999999999984, 19.317999999999984, 0, 14, 14, 14, 2001, 3, 2, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:57:42 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 16, 2, 0, 0.007498942093324559, 0.007498942093324559, , 2.92468411878, 19.320999999999998, 19.320999999999998, , 25, 30, 1, , 2, 29.070428643266485, 1, 3, 2, 1.21730512239, 24, How to feel well?,  Reduce pain., 6, 19.31899999999999, 19.319999999999993, 0, 15, 15, 15, 2001, 3, 2, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:57:42 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 17, 1, 0, 0.007498942093324559, 0.007498942093324559, , 2.16483815881, 19.321999999999974, 19.32299999999998, , 25, 30, 1, , 6, 33.87042864326645, 1, 3, 2, 2.07936600464, 39, How to save money?,  Clip coupons., 5, 19.321999999999974, 19.321999999999974, 0, 16, 16, 16, 2001, 3, 2, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:57:42 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 18, 2, 0.0010000000000047748, 0.007498942093324559, 0.007498942093324559, , 2.60315962356, 19.323999999999984, 19.325999999999993, , 25, 30, 1, , 3, 30.270428643266477, 1, 3, 2, 2.97003912971, 56, How to attend a school?,  Enter a classroom., 5, 19.32299999999998, 19.32299999999998, 0, 17, 17, 17, 2001, 3, 2, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:57:42 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 19, 1, 0, 0.007498942093324559, 0.007498942093324559, , 1.23515146454, 19.326999999999998, 19.327999999999975, , 25, 30, 1, , 9, 37.47042864326649, 1, 3, 2, 2.61936005489, 4, Why satisfy hunger?,  Show an ability., 3, 19.325999999999993, 19.325999999999993, 0, 18, 18, 18, 2001, 3, 2, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:57:42 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 20, 2, 0.0010000000000047748, 0.007498942093324559, 0.007498942093324559, , 1.17831796448, 19.329999999999984, 19.33099999999999, , 25, 30, 1, , 8, 36.27042864326646, 1, 3, 2, 2.06698711401, 50, Why attend a school?,  Get a degree., 3, 19.32899999999998, 19.32899999999998, 0, 19, 19, 19, 2001, 3, 2, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:57:42 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2001, 21, 2, 0, 0.007498942093324559, 0.007498942093324559, , 2.18662483903, 19.333, 19.333999999999975, , 25, 30, 1, , 7, 35.070428643266474, 1, 3, 2, 1.73858654054, 27, Why raise a hand?,  Participate in class., 1, 19.331999999999994, 19.333, 0, 20, 20, 20, 2001, 3, 2, 0.01, fmri_v220180219183556, 30, Mon Feb 19 2018 20:57:42 GMT-0800 (PST), stroop, 60
