resp_fMRI.keys, resp_fMRI.rt, respTaskInstructions.keys, respTaskInstructions.rt, respHowWhyTaskInstructions.keys, respHowWhyTaskInstructions.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrial, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrial, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, designDir, k_val, date, expName, frameRate
5, 0.7970000000000113, 1, 0.8770000000000095, 1, 0.6659999999999968, 1, 0.5139999999999958, , , , , , , 0, -1, -1, 0, 2000, 1, 1, 0.4339999999999975, 0.01, 0.007498942093324559, , 1.79094524069, 17.419999999999987, 17.85499999999999, , 25, 30, 1, 2, 2, 22.40000000000002, 1, 1, 3, 1.34152202088, 0, How to show intelligence?,  Participate in class., 5, 13.350999999999999, 15.619, 0, 0, 0, 0, 2000, 1, 1, 0.4339999999999975, 0.01, 0.007498942093324559, , 1.79094524069, 17.419999999999987, 17.85499999999999, , 25, 30, 1, 2, 2, 22.40000000000002, 1, 1, 3, 1.34152202088, 0, How to show intelligence?,  Participate in class., 5, 13.350999999999999, 15.619, 0, 0, 0, 0, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.09899999999998954, , , , , , , 0, -1, -1, 0, 2000, 2, 1, 0.4170000000000016, 0.007498942093324559, 0.005623413251903492, , 3.16740180686, 27.058999999999997, 27.476, , 25, 30, 1, 2, 4, 31.470428643266498, 1, 1, 3, 1.43407069378, 0, How to give to charity?,  Use a camera., 5, 22.037999999999997, 23.889999999999986, 0, 1, 1, 1, 2000, 2, 1, 0.4170000000000016, 0.007498942093324559, 0.005623413251903492, , 3.16740180686, 27.058999999999997, 27.476, , 25, 30, 1, 2, 4, 31.470428643266498, 1, 1, 3, 1.43407069378, 0, How to give to charity?,  Use a camera., 5, 22.037999999999997, 23.889999999999986, 0, 1, 1, 1, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.3639999999999901, , , , , , , 0, -1, -1, 0, 2000, 3, 2, 0.6670000000000158, 0.005623413251903492, 0.00749894209332456, , 0.648828145173, 31.910999999999987, 32.57899999999998, , 25, 30, 1, 1, 3, 39.165588200778465, 1, 1, 3, 0.723520159514, 0, Why make art?,  Show creativity., 3, 29.141999999999996, 31.258999999999986, 0, 2, 2, 2, 2000, 3, 2, 0.6670000000000158, 0.005623413251903492, 0.00749894209332456, , 0.648828145173, 31.910999999999987, 32.57899999999998, , 25, 30, 1, 1, 3, 39.165588200778465, 1, 1, 3, 0.723520159514, 0, Why make art?,  Show creativity., 3, 29.141999999999996, 31.258999999999986, 0, 2, 2, 2, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.3160000000000025, , , , , , , 0, -1, -1, 0, 2000, 4, 1, 0.6680000000000064, 0.00749894209332456, 0.005623413251903492, , 0.681738370523, 37.028999999999996, 37.697, , 25, 30, 1, 2, 5, 32.67042864326648, 1, 1, 3, 0.770054929036, 0, Why write an email?,  Send a message., 3, 34.27799999999999, 36.346000000000004, 0, 3, 3, 3, 2000, 4, 1, 0.6680000000000064, 0.00749894209332456, 0.005623413251903492, , 0.681738370523, 37.028999999999996, 37.697, , 25, 30, 1, 2, 5, 32.67042864326648, 1, 1, 3, 0.770054929036, 0, Why write an email?,  Send a message., 3, 34.27799999999999, 36.346000000000004, 0, 3, 3, 3, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.382000000000005, , , , , , , 0, -1, -1, 0, 2000, 5, 1, 0.34899999999998954, 0.005623413251903492, 0.004216965034285824, , 3.17207643765, 47.202, 47.55099999999999, , 25, 30, 1, 2, 6, 42.76558820077842, 1, 1, 3, 3.37417013767, 0, How to spread knowledge?,  Teach others., 6, 41.882000000000005, 44.01599999999999, 0, 4, 4, 4, 2000, 5, 1, 0.34899999999998954, 0.005623413251903492, 0.004216965034285824, , 3.17207643765, 47.202, 47.55099999999999, , 25, 30, 1, 2, 6, 42.76558820077842, 1, 1, 3, 3.37417013767, 0, How to spread knowledge?,  Teach others., 6, 41.882000000000005, 44.01599999999999, 0, 4, 4, 4, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 1.585000000000008, , , , , , , 0, -1, -1, 0, 2000, 6, 1, 0.8839999999999861, 0.004216965034285824, 0.005623413251903493, , 1.08621456718, 54.087999999999994, 54.97199999999998, , 25, 30, 1, 1, 7, 55.82747411323308, 1, 1, 3, 3.48467616466, 0, How to show intellect?,  Share ideas., 6, 49.65299999999999, 52.989000000000004, 0, 5, 5, 5, 2000, 6, 1, 0.8839999999999861, 0.004216965034285824, 0.005623413251903493, , 1.08621456718, 54.087999999999994, 54.97199999999998, , 25, 30, 1, 1, 7, 55.82747411323308, 1, 1, 3, 3.48467616466, 0, How to show intellect?,  Share ideas., 6, 49.65299999999999, 52.989000000000004, 0, 5, 5, 5, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.7980000000000018, , , , , , , 0, -1, -1, 0, 2000, 7, 2, 0.44999999999998863, 0.005623413251903493, 0.0074989420933245605, , 3.06332047453, 64.66, 65.10999999999999, , 25, 30, 1, 1, 1, 36.76558820077842, 1, 1, 3, 1.58151711578, 0, How to make breakfast?,  Crack eggs., 4, 59.03999999999999, 61.591999999999985, 0, 6, 6, 6, 2000, 7, 2, 0.44999999999998863, 0.005623413251903493, 0.0074989420933245605, , 3.06332047453, 64.66, 65.10999999999999, , 25, 30, 1, 1, 1, 36.76558820077842, 1, 1, 3, 1.58151711578, 0, How to make breakfast?,  Crack eggs., 4, 59.03999999999999, 61.591999999999985, 0, 6, 6, 6, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.30000000000001137, , , , , , , 0, -1, -1, 0, 2000, 8, 2, 1.5, 0.0074989420933245605, 0.005623413251903493, , 2.85083323966, 73.882, 75.382, , 25, 30, 1, 2, 9, 37.47042864326647, 1, 1, 3, 0.652736410785, 0, How to read articles?,  Open a magazine., 4, 68.97899999999998, 71.03, 0, 7, 7, 7, 2000, 8, 2, 1.5, 0.0074989420933245605, 0.005623413251903493, , 2.85083323966, 73.882, 75.382, , 25, 30, 1, 2, 9, 37.47042864326647, 1, 1, 3, 0.652736410785, 0, How to read articles?,  Open a magazine., 4, 68.97899999999998, 71.03, 0, 7, 7, 7, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.6159999999999854, , , , , , , 0, -1, -1, 0, 2000, 9, 1, 1.1839999999999975, 0.005623413251903493, 0.0074989420933245605, , 0.64698853683, 80.05099999999999, 81.23499999999999, , 25, 30, 1, 1, 2, 37.96558820077848, 1, 1, 3, 1.42968592793, 0, Why open a browser?,  Write an email., 2, 77.03299999999999, 79.40099999999998, 0, 8, 8, 8, 2000, 9, 1, 1.1839999999999975, 0.005623413251903493, 0.0074989420933245605, , 0.64698853683, 80.05099999999999, 81.23499999999999, , 25, 30, 1, 1, 2, 37.96558820077848, 1, 1, 3, 1.42968592793, 0, Why open a browser?,  Write an email., 2, 77.03299999999999, 79.40099999999998, 0, 8, 8, 8, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 2, 0.75, , , , , , , 0, -1, -1, 0, 2000, 10, 2, 1.1999999999999886, 0.0074989420933245605, 0.010000000000000002, , 2.49762196512, 89.757, 90.957, , 25, 30, 1, 1, 6, 33.87042864326644, 1, 1, 3, 3.16262297215, 0, Why write a poem?,  Express an idea., 2, 84.738, 87.255, 0, 9, 9, 9, 2000, 10, 2, 1.1999999999999886, 0.0074989420933245605, 0.010000000000000002, , 2.49762196512, 89.757, 90.957, , 25, 30, 1, 1, 6, 33.87042864326644, 1, 1, 3, 3.16262297215, 0, Why write a poem?,  Express an idea., 2, 84.738, 87.255, 0, 9, 9, 9, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
