resp_fMRI.keys, resp_fMRI.rt, respTaskInstructions.keys, respTaskInstructions.rt, respHowWhyTaskInstructions.keys, respHowWhyTaskInstructions.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrial, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrial, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, designDir, k_val, date, expName, frameRate
5, 2.0809999999999995, 1, 2.401, 1, 0.8840000000000003, 1, 0.965999999999994, , , , , , , 0, -1, -1, 0, 2001, 1, 2, 3.769999999999996, 0.01, , , 1.32929592803, 18.688000000000002, 22.459000000000003, , 12.710526315789476, 23, 1, , 5, 90, 0, 1, 3, 1.64327602968, 0, Why avoid diseases?,  Live a long life., 3, 14.634, 17.351999999999997, 0, 0, 0, 0, 2001, 1, 2, 3.769999999999996, 0.01, , , 1.32929592803, 18.688000000000002, 22.459000000000003, , 12.710526315789476, 23, 1, , 5, 90, 0, 1, 3, 1.64327602968, 0, Why avoid diseases?,  Live a long life., 3, 14.634, 17.351999999999997, 0, 0, 0, 0, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.4170000000000016, , , , , , , 0, -1, -1, 0, 2001, 2, 1, 2.1529999999999987, 0.007498942093324559, , , 5.35584814141, 35.357, 37.509, , 19.82192120106281, 32, 1, , 5, 90, 0, 1, 3, 1.28429691881, 0, Why use a comb?,  Write a song., 1, 27.831000000000003, 30, 0, 1, 1, 1, 2001, 2, 1, 2.1529999999999987, 0.007498942093324559, , , 5.35584814141, 35.357, 37.509, , 19.82192120106281, 32, 1, , 5, 90, 0, 1, 3, 1.28429691881, 0, Why use a comb?,  Write a song., 1, 27.831000000000003, 30, 0, 1, 1, 1, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 1.6529999999999987, , , , , , , 0, -1, -1, 0, 2001, 3, 2, 2.186, 0.005623413251903492, , , 0.530965978507, 41.98, 44.166, , 19.113697879768964, 28, 1, , 5, 90, 0, 1, 3, 1.19651510814, 0, How to prepare meals?,  Follow recipes., 4, 38.043, 41.448, 0, 2, 2, 2, 2001, 3, 2, 2.186, 0.005623413251903492, , , 0.530965978507, 41.98, 44.166, , 19.113697879768964, 28, 1, , 5, 90, 0, 1, 3, 1.19651510814, 0, How to prepare meals?,  Follow recipes., 4, 38.043, 41.448, 0, 2, 2, 2, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 1.8689999999999998, , , , , , , 0, -1, -1, 0, 2001, 4, 1, 2.3190000000000026, 0.00749894209332456, , , 1.21119507302, 50.224000000000004, 52.542, , 13.00813578819747, 21, 1, , 5, 90, 0, 1, 3, 0.631327885997, 0, How to avoid boredom?,  Entertain oneself., 6, 45.384, 49.004999999999995, 0, 3, 3, 3, 2001, 4, 1, 2.3190000000000026, 0.00749894209332456, , , 1.21119507302, 50.224000000000004, 52.542, , 13.00813578819747, 21, 1, , 5, 90, 0, 1, 3, 0.631327885997, 0, How to avoid boredom?,  Entertain oneself., 6, 45.384, 49.004999999999995, 0, 3, 3, 3, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 1.2530000000000001, , , , , , , 0, -1, -1, 0, 2001, 5, 2, 1.652000000000001, 0.010000000000000002, , , 1.00818794981, 57.581, 59.233000000000004, , 19.894736842105264, 36, 1, , 5, 90, 0, 1, 3, 0.519543006884, 0, Why make breakfast?,  Satisfy hunger., 2, 53.56, 56.566, 0, 4, 4, 4, 2001, 5, 2, 1.652000000000001, 0.010000000000000002, , , 1.00818794981, 57.581, 59.233000000000004, , 19.894736842105264, 36, 1, , 5, 90, 0, 1, 3, 0.519543006884, 0, Why make breakfast?,  Satisfy hunger., 2, 53.56, 56.566, 0, 4, 4, 4, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.532999999999987, , , , , , , 0, -1, -1, 0, 2001, 6, 1, 2.6029999999999944, 0.013335214321633242, , , 0.6614474701, 62.854, 65.457, , 11.63557088411517, 24, 1, , 5, 90, 0, 1, 3, 2.14959968184, 0, How to write an email?,  Open a browser., 5, 59.900999999999996, 62.18599999999999, 0, 5, 5, 5, 2001, 6, 1, 2.6029999999999944, 0.013335214321633242, , , 0.6614474701, 62.854, 65.457, , 11.63557088411517, 24, 1, , 5, 90, 0, 1, 3, 2.14959968184, 0, How to write an email?,  Open a browser., 5, 59.900999999999996, 62.18599999999999, 0, 5, 5, 5, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 1.6169999999999902, , , , , , , 0, -1, -1, 0, 2001, 7, 2, 1.9869999999999948, 0.01778279410038923, , , 1.10693377143, 71.063, 73.05, , 13.81843170482185, 33, 1, , 5, 90, 0, 1, 3, 0.781371084568, 0, Why use a brush?,  Paint a picture., 1, 66.575, 69.945, 0, 6, 6, 6, 2001, 7, 2, 1.9869999999999948, 0.01778279410038923, , , 1.10693377143, 71.063, 73.05, , 13.81843170482185, 33, 1, , 5, 90, 0, 1, 3, 0.781371084568, 0, Why use a brush?,  Paint a picture., 1, 66.575, 69.945, 0, 6, 6, 6, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.8329999999999984, , , , , , , 0, -1, -1, 0, 2001, 8, 1, 2.185999999999993, 0.023713737056616554, , , 2.73494859102, 81.108, 83.294, , 12.4910503865099, 35, 1, , 5, 90, 0, 1, 3, 1.76185218902, 0, Why make a list?,  Plan ahead., 2, 75.785, 78.371, 0, 7, 7, 7, 2001, 8, 1, 2.185999999999993, 0.023713737056616554, , , 2.73494859102, 81.108, 83.294, , 12.4910503865099, 35, 1, , 5, 90, 0, 1, 3, 1.76185218902, 0, Why make a list?,  Plan ahead., 2, 75.785, 78.371, 0, 7, 7, 7, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 1.333999999999989, , , , , , , 0, -1, -1, 0, 2001, 9, 1, 1.63600000000001, 0.03162277660168379, , , 1.60676064801, 89.618, 91.254, , 11.141356677788103, 37, 1, , 5, 90, 0, 1, 3, 1.13898504768, 0, Why make a purchase?,  Satisfy a need., 3, 84.913, 87.999, 0, 8, 8, 8, 2001, 9, 1, 1.63600000000001, 0.03162277660168379, , , 1.60676064801, 89.618, 91.254, , 11.141356677788103, 37, 1, , 5, 90, 0, 1, 3, 1.13898504768, 0, Why make a purchase?,  Satisfy a need., 3, 84.913, 87.999, 0, 8, 8, 8, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 1.1340000000000003, , , , , , , 0, -1, -1, 0, 2001, 10, 1, 1.6189999999999998, 0.023713737056616554, , , 3.48773452476, 101.147, 102.766, , 7.851517385806224, 22, 1, , 5, 90, 0, 1, 3, 1.18851224962, 0, How to save money?,  Clip coupons., 5, 94.757, 97.644, 0, 9, 9, 9, 2001, 10, 1, 1.6189999999999998, 0.023713737056616554, , , 3.48773452476, 101.147, 102.766, , 7.851517385806224, 22, 1, , 5, 90, 0, 1, 3, 1.18851224962, 0, How to save money?,  Clip coupons., 5, 94.757, 97.644, 0, 9, 9, 9, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 1.1340000000000003, , , , , , , 0, -1, -1, 0, 2001, 11, 2, 1.6850000000000023, 0.01778279410038923, , , 1.59609730565, 108.85600000000001, 110.54100000000001, , 12.562210640747136, 30, 1, , 5, 90, 0, 1, 3, 0.689973037478, 0, How to show creativity?,  Make art., 6, 104.368, 107.254, 0, 10, 10, 10, 2001, 11, 2, 1.6850000000000023, 0.01778279410038923, , , 1.59609730565, 108.85600000000001, 110.54100000000001, , 12.562210640747136, 30, 1, , 5, 90, 0, 1, 3, 0.689973037478, 0, How to show creativity?,  Make art., 6, 104.368, 107.254, 0, 10, 10, 10, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.3990000000000009, , , , , , , 0, -1, -1, 0, 2001, 12, 2, 1.568000000000012, 0.023713737056616554, , , 2.70654680487, 118.134, 119.70200000000001, , 13.56171184821075, 38, 1, , 5, 90, 0, 1, 3, 0.715779783124, 0, How to watch television?,  Use a remote., 4, 113.26100000000001, 115.413, 0, 11, 11, 11, 2001, 12, 2, 1.568000000000012, 0.023713737056616554, , , 2.70654680487, 118.134, 119.70200000000001, , 13.56171184821075, 38, 1, , 5, 90, 0, 1, 3, 0.715779783124, 0, How to watch television?,  Use a remote., 4, 113.26100000000001, 115.413, 0, 11, 11, 11, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.43200000000001637, , , , , , , 0, -1, -1, 0, 2001, 1, 1, 1.835000000000008, 0.03162277660168379, , , 1.33325507748, 134.58499999999998, 136.42000000000002, , 25, 30, 1, , 7, 14.724555320336759, 1, 1, 4, 1.29557059157, 0, Why use a remote?,  Watch television., 1, 131.048, 133.236, 0, 0, 0, 0, 2001, 1, 1, 1.835000000000008, 0.03162277660168379, , , 1.33325507748, 134.58499999999998, 136.42000000000002, , 25, 30, 1, , 7, 14.724555320336759, 1, 1, 4, 1.29557059157, 0, Why use a remote?,  Watch television., 1, 131.048, 133.236, 0, 0, 0, 0, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.8329999999999984, , , , , , , 0, -1, -1, 0, 2001, 2, 2, 2.1019999999999754, 0.042169650342858224, , , 0.979112187094, 140.976, 143.07799999999997, , 25, 30, 1, , 9, 15.542747411323314, 1, 1, 4, 0.629335202604, 0, How to attend a school?,  Enter a classroom., 5, 137.406, 139.99099999999999, 0, 1, 1, 1, 2001, 2, 2, 2.1019999999999754, 0.042169650342858224, , , 0.979112187094, 140.976, 143.07799999999997, , 25, 30, 1, , 9, 15.542747411323314, 1, 1, 4, 0.629335202604, 0, How to attend a school?,  Enter a classroom., 5, 137.406, 139.99099999999999, 0, 1, 1, 1, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.6670000000000016, , , , , , , 0, -1, -1, 0, 2001, 3, 2, 1.7860000000000014, 0.03162277660168379, , , 0.78950133629, 147.099, 148.885, , 25, 30, 1, , 5, 12.324555320336762, 1, 1, 4, 0.598188670199, 0, Why write a poem?,  Express an idea., 2, 143.87900000000002, 146.29899999999998, 0, 2, 2, 2, 2001, 3, 2, 1.7860000000000014, 0.03162277660168379, , , 0.78950133629, 147.099, 148.885, , 25, 30, 1, , 5, 12.324555320336762, 1, 1, 4, 0.598188670199, 0, Why write a poem?,  Express an idea., 2, 143.87900000000002, 146.29899999999998, 0, 2, 2, 2, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.33199999999999363, , , , , , , 0, -1, -1, 0, 2001, 4, 2, 1.6350000000000193, 0.042169650342858224, , , 1.89880143595, 154.77499999999998, 156.41000000000003, , 25, 30, 1, , 4, 9.54274741132331, 1, 1, 4, 0.601954680951, 0, Why satisfy hunger?,  Show an ability., 3, 150.78699999999998, 152.872, 0, 3, 3, 3, 2001, 4, 2, 1.6350000000000193, 0.042169650342858224, , , 1.89880143595, 154.77499999999998, 156.41000000000003, , 25, 30, 1, , 4, 9.54274741132331, 1, 1, 4, 0.601954680951, 0, Why satisfy hunger?,  Show an ability., 3, 150.78699999999998, 152.872, 0, 3, 3, 3, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.43899999999999295, , , , , , , 0, -1, -1, 0, 2001, 5, 1, 1.5190000000000055, 0.056234132519034905, , , 0.908215080927, 160.43099999999998, 161.95, , 25, 30, 1, , 3, 7.156558820077844, 1, 1, 4, 1.78287997996, 0, How to paint a picture?,  Use a brush., 4, 157.32799999999997, 159.519, 0, 4, 4, 4, 2001, 5, 1, 1.5190000000000055, 0.056234132519034905, , , 0.908215080927, 160.43099999999998, 161.95, , 25, 30, 1, , 3, 7.156558820077844, 1, 1, 4, 1.78287997996, 0, How to paint a picture?,  Use a brush., 4, 157.32799999999997, 159.519, 0, 4, 4, 4, 2001, 1, practice, fmri_v120180206161922, 0.01, Tue Feb 06 2018 18:19:58 GMT-0800 (PST), stroop, 60
