resp_fMRI.keys, resp_fMRI.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrial, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrial, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, designDir, k_val, date, expName, frameRate
5, 0.8640000000000043, 1, 0.3160000000000025, , , , , , , 0, -1, -1, 0, 2000, 1, 1, 0.4830000000000041, 0.01, 0.007498942093324559, , 0.79094524069, 15.056000000000012, 15.538000000000011, , 25, 30, 1, 2, 2, 22.40000000000002, 1, 1, 3, 0.8, 0, How to show intelligence?,  Participate in class., 5, 12.187000000000012, 14.255000000000024, 0, 0, 0, 0, 2000, 1, 1, 0.4830000000000041, 0.01, 0.007498942093324559, , 0.79094524069, 15.056000000000012, 15.538000000000011, , 25, 30, 1, 2, 2, 22.40000000000002, 1, 1, 3, 0.8, 0, How to show intelligence?,  Participate in class., 5, 12.187000000000012, 14.255000000000024, 0, 0, 0, 0, 2000, 1, shorttest, fmri_v120180213002343, 0.01, Tue Feb 13 2018 13:32:28 GMT-0800 (PST), stroop, 60
, , 1, 0.2330000000000041, , , , , , , 0, -1, -1, 0, 2000, 2, 1, 0.3669999999999902, 0.007498942093324559, 0.005623413251903492, , 1.16740180686, 20.890000000000015, 21.257000000000005, , 25, 30, 1, 2, 4, 31.470428643266498, 1, 1, 3, 0.5, 0, How to give to charity?,  Use a camera., 5, 17.723000000000013, 19.707000000000022, 0, 1, 1, 1, 2000, 2, 1, 0.3669999999999902, 0.007498942093324559, 0.005623413251903492, , 1.16740180686, 20.890000000000015, 21.257000000000005, , 25, 30, 1, 2, 4, 31.470428643266498, 1, 1, 3, 0.5, 0, How to give to charity?,  Use a camera., 5, 17.723000000000013, 19.707000000000022, 0, 1, 1, 1, 2000, 1, shorttest, fmri_v120180213002343, 0.01, Tue Feb 13 2018 13:32:28 GMT-0800 (PST), stroop, 60
, , 1, 0.30000000000001137, , , , , , , 0, -1, -1, 0, 2000, 1, 1, 0.5180000000000007, 0.005623413251903492, 0.004216965034285824, , 0.42055438734, 35.18100000000001, 35.69900000000001, , 26.62265061824963, 39, 1, 2, 5, 90, 0, 1, 4, 0.61215789036, 0, Why lift weights?,  Build muscles., 2, 32.696000000000026, 34.74800000000002, 0, 0, 0, 0, 2000, 1, 1, 0.5180000000000007, 0.005623413251903492, 0.004216965034285824, , 0.42055438734, 35.18100000000001, 35.69900000000001, , 26.62265061824963, 39, 1, 2, 5, 90, 0, 1, 4, 0.61215789036, 0, Why lift weights?,  Build muscles., 2, 32.696000000000026, 34.74800000000002, 0, 0, 0, 0, 2000, 1, shorttest, fmri_v120180213002343, 0.01, Tue Feb 13 2018 13:32:28 GMT-0800 (PST), stroop, 60
, , 1, 0.25, , , , , , , 0, -1, -1, 0, 2000, 2, 2, 0.5, 0.004216965034285824, 0.0031622776601683807, , 0.877756894661, 40.46700000000001, 40.96700000000001, , 25.90596101921566, 35, 1, 2, 5, 90, 0, 1, 4, 1.06779971345, 0, Why make breakfast?,  Satisfy hunger., 2, 37.58300000000003, 39.58300000000003, 0, 1, 1, 1, 2000, 2, 2, 0.5, 0.004216965034285824, 0.0031622776601683807, , 0.877756894661, 40.46700000000001, 40.96700000000001, , 25.90596101921566, 35, 1, 2, 5, 90, 0, 1, 4, 1.06779971345, 0, Why make breakfast?,  Satisfy hunger., 2, 37.58300000000003, 39.58300000000003, 0, 1, 1, 1, 2000, 1, shorttest, fmri_v120180213002343, 0.01, Tue Feb 13 2018 13:32:28 GMT-0800 (PST), stroop, 60
